1	5.799e-06
2	8.629e-06
3	9.736e-06
4	1.2282e-05
5	1.4597e-05
6	1.6183e-05
7	1.8141e-05
8	2.1001e-05
9	2.2506e-05
10	2.5672e-05
11	2.6399e-05
12	2.7625e-05
13	3.0292e-05
14	3.1207e-05
15	3.2287e-05
16	3.501e-05
17	3.7785e-05
18	4.0213e-05
19	4.1626e-05
20	4.3899e-05
21	4.6722e-05
22	4.9693e-05
23	4.9847e-05
24	5.318e-05
25	5.3793e-05
26	5.3742e-05
27	5.5307e-05
28	5.6011e-05
29	5.736e-05
30	5.8653e-05
31	6.0077e-05
32	6.0923e-05
33	4.7848e-05
34	4.9577e-05
35	4.9581e-05
36	5.2507e-05
37	7.8566e-05
38	5.681e-05
39	5.9032e-05
40	5.9998e-05
41	6.2818e-05
42	6.141e-05
43	6.2558e-05
44	6.59e-05
45	6.5324e-05
46	6.5676e-05
47	6.6924e-05
48	6.8122e-05
49	6.8977e-05
50	6.9483e-05
51	7.0992e-05
52	7.2537e-05
53	7.3782e-05
54	7.539e-05
55	7.5326e-05
56	7.5219e-05
57	7.8303e-05
58	7.7636e-05
59	7.7051e-05
60	7.8455e-05
61	8.0239e-05
62	7.9806e-05
63	8.1621e-05
64	9.9327e-05
65	8.3166e-05
66	8.3707e-05
67	8.3976e-05
68	8.4984e-05
69	8.6295e-05
70	8.5943e-05
71	8.793e-05
72	8.9434e-05
73	9.0887e-05
74	9.1494e-05
75	9.8108e-05
76	9.6354e-05
77	9.6328e-05
78	9.7496e-05
79	9.8294e-05
80	0.000100433
81	0.000100727
82	0.0001012
83	0.000102816
84	0.0001024
85	0.000105444
86	0.000107822
87	0.000107035
88	0.000108466
89	0.000110128
90	0.000111273
91	0.00012777
92	0.000114471
93	0.000114835
94	0.000135811
95	0.000115969
96	0.000116713
97	0.000118406
98	0.000118799
99	0.000147381
100	0.000164774
101	0.000130299
102	0.000126737
103	0.000130128
104	0.000131186
105	0.000178612
106	0.000134991
107	0.000136327
108	0.00013612
109	0.000140459
110	0.000139964
111	0.000140876
112	0.000183493
113	0.000143099
114	0.000143232
115	0.000148317
116	0.000146631
117	0.00014968
118	0.000151092
119	0.000161689
120	0.000154176
121	0.000156038
122	0.00015796
123	0.000160126
124	0.000160677
125	0.000171828
126	0.000162691
127	0.000163767
128	0.000163707
129	0.000166584
130	0.000167834
131	0.00016764
132	0.000169576
133	0.000173038
134	0.000172609
135	0.000174349
136	0.0001724
137	0.000172461
138	0.000175649
139	0.000175643
140	0.000176671
141	0.000177458
142	0.00017866
143	0.000237126
144	0.000178607
145	0.000180076
146	0.000181529
147	0.000182801
148	0.000182684
149	0.000183386
150	0.00018332
151	0.00020576
152	0.00018583
153	0.000185304
154	0.000187835
155	0.000188227
156	0.000188251
157	0.000190994
158	0.000190253
159	0.000192435
160	0.000191282
161	0.000202422
162	0.000191894
163	0.000194607
164	0.000206871
165	0.000208005
166	0.000209054
167	0.000211443
168	0.000211553
169	0.000212677
170	0.000215062
171	0.000215675
172	0.000218528
173	0.000220101
174	0.00024106
175	0.000239375
176	0.000226089
177	0.000226852
178	0.000227199
179	0.000230718
180	0.000229907
181	0.00023034
182	0.000250575
183	0.000231052
184	0.000234899
185	0.000235315
186	0.000237411
187	0.000239705
188	0.00023969
189	0.000244016
190	0.000264209
191	0.000247066
192	0.000249209
193	0.000249622
194	0.000265794
195	0.000253223
196	0.000252218
197	0.000255116
198	0.000255844
199	0.000254882
200	0.000257372
201	0.000260444
202	0.000260257
203	0.000263338
204	0.000261098
205	0.000262001
206	0.000264361
207	0.000265238
208	0.000263883
209	0.000265283
210	0.000265731
211	0.000266299
212	0.000267311
213	0.000268154
214	0.000268503
215	0.000270233
216	0.000268992
217	0.000272496
218	0.000273541
219	0.00027383
220	0.000273469
221	0.000277422
222	0.000274618
223	0.000276885
224	0.00027587
225	0.000277801
226	0.000277235
227	0.000279598
228	0.000291413
229	0.000280966
230	0.000284312
231	0.000303467
232	0.000283149
233	0.000285991
234	0.000287483
235	0.000289482
236	0.000289052
237	0.00029453
238	0.000293603
239	0.00029604
240	0.000296113
241	0.000296179
242	0.000299867
243	0.000301345
244	0.000303173
245	0.000306043
246	0.000305266
247	0.000304117
248	0.000305378
249	0.000306222
250	0.000306084
251	0.000307733
252	0.000307765
253	0.00031252
254	0.000310096
255	0.000312559
256	0.000330126
257	0.000314638
258	0.000315297
259	0.000335851
260	0.000316398
261	0.000318184
262	0.000319321
263	0.000319634
264	0.000320223
265	0.00033743
266	0.000322331
267	0.000323454
268	0.00032518
269	0.00033367
270	0.000328736
271	0.000352064
272	0.000336191
273	0.000370992
274	0.000340262
275	0.00034187
276	0.000345388
277	0.000345445
278	0.000348598
279	0.000348801
280	0.000350102
281	0.000350531
282	0.000351515
283	0.00035164
284	0.000352549
285	0.000368056
286	0.00035795
287	0.000366115
288	0.000357391
289	0.000358811
290	0.000362201
291	0.000360788
292	0.000364603
293	0.000349557
294	0.000351086
295	0.000350971
296	0.000352015
297	0.000354881
298	0.000352742
299	0.000374016
300	0.000356494
301	0.000374468
302	0.00035782
303	0.000355896
304	0.00036005
305	0.000359797
306	0.000359815
307	0.000361083
308	0.000362763
309	0.000364742
310	0.000361629
311	0.000363363
312	0.000363812
313	0.000366164
314	0.000367798
315	0.0003656
316	0.000368386
317	0.000367108
318	0.000381029
319	0.000371031
320	0.000371033
321	0.00036929
322	0.00038404
323	0.000373883
324	0.000374476
325	0.000374369
326	0.000377112
327	0.000379377
328	0.000383295
